gene_id;gene_symbol;gene_description;baseMean;log2FoldChange;lfcSE;pvalue;padj
ENSG00000242193;ENSG00000242193;ENSG00000242193;9,45656521236930e+02;2,40856559950308e+01;3,6461597235985495;0,00000000000000e+00;0,00000000000000e+00
ENSG00000226752;ENSG00000226752;ENSG00000226752;3,69916349132420e+02;2,26690796429403e+01;3,5752089058713898;0,00000000000000e+00;0,00000000000000e+00
ENSG00000227671;ENSG00000227671;ENSG00000227671;2,80662844957185e+02;2,22509304522007e+01;3,5537243262705664;0,00000000000000e+00;0,00000000000000e+00
ENSG00000149531;ENSG00000149531;ENSG00000149531;1,42891699397769e+02;2,12272421948337e+01;3,4994579882206933;0,00000000000000e+00;0,00000000000000e+00
ENSG00000235552;RPL6P27;ribosomal protein L6 pseudogene 27;1,20590035335347e+02;2,09694366343647e+01;3,4853437077518135;0,00000000000000e+00;0,00000000000000e+00
ENSG00000242779;ENSG00000242779;ENSG00000242779;1,20482155788118e+02;2,09653488484262e+01;3,4840851069200647;0,00000000000000e+00;0,00000000000000e+00
ENSG00000272645;ENSG00000272645;ENSG00000272645;1,00189086276666e+02;2,06853624146529e+01;3,4690513022813043;0,00000000000000e+00;0,00000000000000e+00
ENSG00000230076;RPL10P6;ribosomal protein L10 pseudogene 6;8,64303367878932e+01;2,04597099986497e+01;3,4580626102479006;0,00000000000000e+00;0,00000000000000e+00
ENSG00000245958;ENSG00000245958;ENSG00000245958;8,51843639791107e+01;2,03715731614415e+01;3,3751344563293091;0,00000000000000e+00;0,00000000000000e+00
ENSG00000184669;OR7E14P;olfactory receptor family 7 subfamily E member 14 pseudogene;7,70050692874734e+01;2,02814874867655e+01;3,4463773407107809;0,00000000000000e+00;0,00000000000000e+00
ENSG00000183506;ENSG00000183506;ENSG00000183506;7,22747447333041e+01;2,01900835917373e+01;3,4411105503323358;0,00000000000000e+00;0,00000000000000e+00
ENSG00000226278;PSPHP1;phosphoserine phosphatase pseudogene 1;6,39507937363593e+01;1,99839575024233e+01;3,4229258368600894;0,00000000000000e+00;0,00000000000000e+00
ENSG00000205464;ENSG00000205464;ENSG00000205464;5,63414054446090e+01;1,97877584732578e+01;3,3933206456122185;0,00000000000000e+00;0,00000000000000e+00
ENSG00000220848;ENSG00000220848;ENSG00000220848;5,16862275199110e+01;1,96633324158284e+01;3,4107350046776785;0,00000000000000e+00;0,00000000000000e+00
ENSG00000127957;ENSG00000127957;ENSG00000127957;4,98692349929767e+01;1,95763100396881e+01;3,3539476940861768;0,00000000000000e+00;0,00000000000000e+00
ENSG00000261556;SMG1P7;SMG1 pseudogene 7;4,87289536105440e+01;1,95330541426512e+01;3,3422403691063352;0,00000000000000e+00;0,00000000000000e+00
ENSG00000215154;ENSG00000215154;ENSG00000215154;4,33891422270728e+01;1,93381709795674e+01;3,3055269684652742;0,00000000000000e+00;0,00000000000000e+00
ENSG00000237854;ENSG00000237854;ENSG00000237854;3,85964476109231e+01;1,92358694416735e+01;3,3855241097282640;0,00000000000000e+00;0,00000000000000e+00
ENSG00000235043;ENSG00000235043;ENSG00000235043;3,52960256535625e+01;1,90717548169427e+01;3,3762241565679587;0,00000000000000e+00;0,00000000000000e+00
ENSG00000226608;ENSG00000226608;ENSG00000226608;1,70890794080910e+02;1,87211685166190e+01;1,3332258772477943;0,00000000000000e+00;0,00000000000000e+00
ENSG00000239559;ENSG00000239559;ENSG00000239559;2,60271218814656e+01;1,86007858941347e+01;3,3344738950610413;0,00000000000000e+00;0,00000000000000e+00
ENSG00000278530;ENSG00000278530;ENSG00000278530;2,10141256685416e+01;1,82933249021011e+01;3,3321871830937031;0,00000000000000e+00;0,00000000000000e+00
ENSG00000239827;ENSG00000239827;ENSG00000239827;1,88847065193995e+01;1,81282940143033e+01;3,3150760320358188;0,00000000000000e+00;0,00000000000000e+00
ENSG00000276550;ENSG00000276550;ENSG00000276550;2,61572426793882e+02;1,80645384768357e+01;0,8584680766655336;0,00000000000000e+00;0,00000000000000e+00
ENSG00000131797;ENSG00000131797;ENSG00000131797;2,78744355800842e+02;1,80001958099397e+01;0,8101701149522540;0,00000000000000e+00;0,00000000000000e+00
ENSG00000285799;ENSG00000285799;ENSG00000285799;1,65616222285057e+01;1,79142124725426e+01;3,2883831707974274;0,00000000000000e+00;0,00000000000000e+00
ENSG00000227755;ENSG00000227755;ENSG00000227755;1,63295389016725e+01;1,79040655780410e+01;3,3068290921729746;0,00000000000000e+00;0,00000000000000e+00
ENSG00000272578;ENSG00000272578;ENSG00000272578;1,59386445296110e+01;1,78497762264756e+01;3,2866091417114167;0,00000000000000e+00;0,00000000000000e+00
ENSG00000267419;ENSG00000267419;ENSG00000267419;1,54289162877798e+01;1,78067754159720e+01;3,2976247149264601;0,00000000000000e+00;0,00000000000000e+00
ENSG00000262587;ENSG00000262587;ENSG00000262587;1,49631929503452e+01;1,77476338856913e+01;3,2773054876680243;0,00000000000000e+00;0,00000000000000e+00
ENSG00000279368;ENSG00000279368;ENSG00000279368;1,46168226621949e+01;1,77265747865132e+01;3,2680704517346983;0,00000000000000e+00;0,00000000000000e+00
ENSG00000189136;ENSG00000189136;ENSG00000189136;1,32199547881419e+01;1,75873395523485e+01;3,2850375068618782;0,00000000000000e+00;0,00000000000000e+00
ENSG00000231205;ENSG00000231205;ENSG00000231205;1,26909700269778e+01;1,75183898275019e+01;3,2741278645405982;0,00000000000000e+00;0,00000000000000e+00
ENSG00000201763;ENSG00000201763;ENSG00000201763;1,34072425648445e-01;1,75005853034969e+01;3,5025334125902012;2,83790635246886e-01;2,96643686963457e-01
ENSG00000226259;ENSG00000226259;ENSG00000226259;1,08281783535623e+01;1,72831303588505e+01;3,2667185289947525;0,00000000000000e+00;0,00000000000000e+00
ENSG00000279491;ENSG00000279491;ENSG00000279491;1,06762439946964e+01;1,72423189900375e+01;3,2624584092680329;0,00000000000000e+00;0,00000000000000e+00
ENSG00000215146;ENSG00000215146;ENSG00000215146;9,10906260676735e+00;1,72053145341337e+01;3,2628457801934383;0,00000000000000e+00;0,00000000000000e+00
ENSG00000202386;ENSG00000202386;ENSG00000202386;1,33033701381660e-01;1,71567389336642e+01;3,4081228586342664;1,61136926668048e-01;1,71295512450284e-01
ENSG00000169385;RNASE2;ribonuclease A family member 2;1,00042309271421e+01;1,71394398333682e+01;3,2422939271002376;0,00000000000000e+00;0,00000000000000e+00
ENSG00000230330;ENSG00000230330;ENSG00000230330;7,95838676922878e+00;1,68163571882862e+01;3,2356902637184017;0,00000000000000e+00;0,00000000000000e+00
ENSG00000274976;ENSG00000274976;ENSG00000274976;7,66214239679981e+00;1,67445100232488e+01;3,2303770290616227;0,00000000000000e+00;0,00000000000000e+00
ENSG00000267119;RPL10P15;ribosomal protein L10 pseudogene 15;7,48710377849717e+00;1,66806049617800e+01;3,2232456629914488;0,00000000000000e+00;0,00000000000000e+00
ENSG00000189423;ENSG00000189423;ENSG00000189423;6,83538651794003e+00;1,65656805504310e+01;3,2176026556338462;0,00000000000000e+00;0,00000000000000e+00
ENSG00000237977;ENSG00000237977;ENSG00000237977;6,71295549957056e+00;1,65412680648357e+01;3,2166728403448013;0,00000000000000e+00;0,00000000000000e+00
ENSG00000279031;ENSG00000279031;ENSG00000279031;6,69264556328923e+00;1,64886919119515e+01;3,1641998536871436;0,00000000000000e+00;0,00000000000000e+00
ENSG00000281571;ENSG00000281571;ENSG00000281571;6,45683354235802e+00;1,64427236703564e+01;3,2028750754327162;0,00000000000000e+00;0,00000000000000e+00
ENSG00000238228;OR7E7P;olfactory receptor family 7 subfamily E member 7 pseudogene;5,92483757507399e+00;1,62980792107904e+01;3,1570640987356660;0,00000000000000e+00;0,00000000000000e+00
ENSG00000253981;ENSG00000253981;ENSG00000253981;5,77839068953849e+00;1,62913256585871e+01;3,2001456524508654;0,00000000000000e+00;0,00000000000000e+00
ENSG00000186312;ENSG00000186312;ENSG00000186312;6,47882041720053e+01;1,62773389693899e+01;0,9268690345431961;0,00000000000000e+00;0,00000000000000e+00
ENSG00000248503;ENSG00000248503;ENSG00000248503;5,66248458474305e+00;1,62651339399971e+01;3,1917236793197614;0,00000000000000e+00;0,00000000000000e+00
ENSG00000198416;ENSG00000198416;ENSG00000198416;5,42720544576499e+00;1,62276899119662e+01;3,1821856152265595;0,00000000000000e+00;0,00000000000000e+00
ENSG00000185684;ENSG00000185684;ENSG00000185684;1,79242201686875e+02;1,61867761653531e+01;0,5391470992235358;0,00000000000000e+00;0,00000000000000e+00
ENSG00000241361;ENSG00000241361;ENSG00000241361;5,34472156269927e+00;1,61814274210519e+01;3,2005775775567988;2,15515583365244e-182;8,24247158907980e-182
ENSG00000227742;ENSG00000227742;ENSG00000227742;5,30076566252302e+00;1,61602603388375e+01;3,1913952275208337;0,00000000000000e+00;0,00000000000000e+00
ENSG00000250770;ENSG00000250770;ENSG00000250770;4,54110762733233e+00;1,59228321373686e+01;3,1774173974159887;0,00000000000000e+00;0,00000000000000e+00
ENSG00000199455;RNA5SP191;RNA, 5S ribosomal pseudogene 191;3,97177189582858e-01;1,58741844819555e+01;3,3159249417071210;6,60911040240823e-03;7,55227097780475e-03
ENSG00000214243;ENSG00000214243;ENSG00000214243;4,17873038786377e+00;1,58347618402119e+01;3,1638951985672983;0,00000000000000e+00;0,00000000000000e+00
ENSG00000215347;SLC25A5P1;solute carrier family 25 member 5 pseudogene 1;4,48884687315596e+00;1,58270408626094e+01;3,1630751816054441;0,00000000000000e+00;0,00000000000000e+00
ENSG00000199370;LOC124901859;small nucleolar RNA U3;4,15639285044749e+00;1,57845309365479e+01;3,1727178336560566;1,20729235889149e-175;4,50869024076404e-175
ENSG00000270392;ENSG00000270392;ENSG00000270392;4,11467464134716e+00;1,57641488881319e+01;3,1650562397133108;0,00000000000000e+00;0,00000000000000e+00
ENSG00000261377;ENSG00000261377;ENSG00000261377;4,12146063023443e+00;1,57495816967845e+01;3,1623795906118093;0,00000000000000e+00;0,00000000000000e+00
ENSG00000280649;ENSG00000280649;ENSG00000280649;2,17674317472605e+01;1,57038671517648e+01;1,3173858482212208;0,00000000000000e+00;0,00000000000000e+00
ENSG00000259479;ENSG00000259479;ENSG00000259479;7,48638825486480e+01;1,57020077370462e+01;0,7082026161377001;0,00000000000000e+00;0,00000000000000e+00
ENSG00000240661;ENSG00000240661;ENSG00000240661;3,94036391934042e+00;1,56961224629740e+01;3,1585495008772502;0,00000000000000e+00;0,00000000000000e+00
ENSG00000215548;ENSG00000215548;ENSG00000215548;3,87062897486332e+00;1,56946277267646e+01;3,1602661181950737;0,00000000000000e+00;0,00000000000000e+00
ENSG00000283491;ENSG00000283491;ENSG00000283491;3,65891072663997e+00;1,56099930935863e+01;3,1444293921225834;0,00000000000000e+00;0,00000000000000e+00
ENSG00000237004;ENSG00000237004;ENSG00000237004;3,49328770152802e+01;1,55196315499320e+01;0,9736805931413892;0,00000000000000e+00;0,00000000000000e+00
ENSG00000206737;RNVU1-18;RNA, variant U1 small nuclear 18;4,22154472392744e-01;1,54792976881839e+01;3,2756287140531684;5,06158871970600e-04;6,03243039398334e-04
ENSG00000200601;ENSG00000200601;ENSG00000200601;2,21539879785498e-01;1,53899484170474e+01;3,4415301771887967;2,32615835273026e-01;2,44808197958563e-01
ENSG00000134297;ENSG00000134297;ENSG00000134297;5,98178892312277e+01;1,53762364766162e+01;0,7035210963346920;0,00000000000000e+00;0,00000000000000e+00
ENSG00000163016;ENSG00000163016;ENSG00000163016;3,09842075421223e+00;1,53557958048717e+01;3,1343699643807881;0,00000000000000e+00;0,00000000000000e+00
ENSG00000250412;KLHL2P1;kelch like family member 2 pseudogene 1;2,85348758927226e+00;1,52444242691639e+01;3,1263013947626894;0,00000000000000e+00;0,00000000000000e+00
ENSG00000243352;ENSG00000243352;ENSG00000243352;1,99415225779377e+00;1,52168635978907e+01;3,1303816428778934;9,54091796632042e-143;3,12256031338612e-142
ENSG00000188599;NPIPP1;nuclear pore complex interacting protein pseudogene 1;4,00680729147576e+01;1,51847376912595e+01;0,8073290645185930;0,00000000000000e+00;0,00000000000000e+00
ENSG00000179799;OR7E22P;olfactory receptor family 7 subfamily E member 22 pseudogene;2,82224300413397e+00;1,51747513314471e+01;3,1272901052043340;2,34822885443690e-229;1,06114687030745e-228
ENSG00000237888;ENSG00000237888;ENSG00000237888;2,93034679911029e+00;1,51606653189153e+01;3,1236947072835801;0,00000000000000e+00;0,00000000000000e+00
ENSG00000226472;ENSG00000226472;ENSG00000226472;2,83818873119195e+00;1,51253332777428e+01;3,1194076445672048;0,00000000000000e+00;0,00000000000000e+00
ENSG00000215267;AKR1C7P;aldo-keto reductase family 1 member C7, pseudogene;2,61144204032530e+00;1,50680618001647e+01;3,1160542644950309;0,00000000000000e+00;0,00000000000000e+00
ENSG00000250596;LOC100419741;zinc finger protein 772 pseudogene;2,51901918160748e+00;1,50038461615773e+01;3,1123295101693715;0,00000000000000e+00;0,00000000000000e+00
ENSG00000103490;PYCARD;PYD and CARD domain containing;7,25665512181316e+02;1,49496779642830e+01;0,1831213473782431;0,00000000000000e+00;0,00000000000000e+00
ENSG00000225766;ENSG00000225766;ENSG00000225766;2,37438664658348e+00;1,48715225735961e+01;3,0987915786919045;0,00000000000000e+00;0,00000000000000e+00
ENSG00000250461;ENSG00000250461;ENSG00000250461;2,23218598041923e+00;1,48540966972695e+01;3,1015728000847953;0,00000000000000e+00;0,00000000000000e+00
ENSG00000270804;ENSG00000270804;ENSG00000270804;3,94908205004409e+01;1,47595858508677e+01;0,7051018219880757;0,00000000000000e+00;0,00000000000000e+00
ENSG00000235370;ENSG00000235370;ENSG00000235370;2,14839944456586e+00;1,47555206954500e+01;3,0931443947776875;3,14830197950164e-303;1,85316606731607e-302
ENSG00000266575;ENSG00000266575;ENSG00000266575;2,17923614650699e+00;1,47184206627940e+01;3,0994227302694184;1,24925049789090e-95;3,31517198541285e-95
ENSG00000224786;ENSG00000224786;ENSG00000224786;2,12957700640119e+00;1,46968704980312e+01;3,0888196647391859;0,00000000000000e+00;0,00000000000000e+00
ENSG00000225727;ENSG00000225727;ENSG00000225727;1,36718547289726e+00;1,46450508304393e+01;3,0958580000837741;1,98896341314777e-70;4,61575686891043e-70
ENSG00000275833;ENSG00000275833;ENSG00000275833;1,99116352538405e+00;1,46361165580706e+01;3,0845366268815329;0,00000000000000e+00;0,00000000000000e+00
ENSG00000267264;ENSG00000267264;ENSG00000267264;2,02518396043776e+00;1,46355619748785e+01;3,0847440634754095;0,00000000000000e+00;0,00000000000000e+00
ENSG00000279526;ENSG00000279526;ENSG00000279526;1,90916723926750e+00;1,45611250525113e+01;3,0798167812848369;2,77500074335749e-291;1,56546833190507e-290
ENSG00000230021;ENSG00000230021;ENSG00000230021;1,90311376999443e+00;1,44840382725795e+01;3,0517187440950697;0,00000000000000e+00;0,00000000000000e+00
ENSG00000255860;FOLR3P1;folate receptor 3 pseudogene 1;1,72360243820418e+00;1,43965045900689e+01;3,0699380821555722;2,12526204805535e-210;8,99324017520842e-210
ENSG00000271394;ENSG00000271394;ENSG00000271394;1,30051169917686e+00;1,43263742162786e+01;3,2018883062409431;1,53442199008184e-07;1,99675547687739e-07
ENSG00000214826;ENSG00000214826;ENSG00000214826;6,94597878589076e+01;1,43135097375829e+01;0,4536506024274518;0,00000000000000e+00;0,00000000000000e+00
ENSG00000200890;ENSG00000200890;ENSG00000200890;1,65352725791365e-01;1,42848406014040e+01;3,2399605948367833;1,67897898228679e-01;1,78260040227556e-01
ENSG00000250299;ENSG00000250299;ENSG00000250299;8,87510127999318e+00;1,42806894689751e+01;1,2570961522919084;0,00000000000000e+00;0,00000000000000e+00
ENSG00000238151;ENSG00000238151;ENSG00000238151;1,53529940826106e+00;1,42697161816531e+01;3,0556173350208931;5,77754274884403e-303;3,39281129533864e-302
ENSG00000236319;LOC100418888;peptidase D pseudogene;1,66874794392896e+00;1,42588858272629e+01;3,0589461115810308;7,29427714065887e-239;3,41466763570848e-238
ENSG00000251521;ENSG00000251521;ENSG00000251521;1,53826805437493e+00;1,42189615613235e+01;3,0576245541842764;4,22741422711908e-157;1,46748730118106e-156
ENSG00000286811;ENSG00000286811;ENSG00000286811;1,55625625245655e+00;1,42039414248637e+01;3,0516032240835886;5,94798643114639e-144;1,95626686363426e-143
ENSG00000229992;ENSG00000229992;ENSG00000229992;1,15875765967917e+00;1,41911070695767e+01;3,0728727464440904;2,62208144517262e-36;4,83207664774093e-36
ENSG00000251562;MALAT1;metastasis associated lung adenocarcinoma transcript 1;1,14897178637408e+04;1,40937385895767e+01;0,1028281778593820;0,00000000000000e+00;0,00000000000000e+00
ENSG00000240253;FAR2P3;fatty acyl-CoA reductase 2 pseudogene 3;8,95707970593250e-01;1,40866070918132e+01;3,0584043506536833;6,44852906813163e-43;1,25362990734938e-42
ENSG00000257513;ENSG00000257513;ENSG00000257513;1,36743448515106e+00;1,40764519702426e+01;3,0446794510610635;4,22874376607520e-246;2,02777921606174e-245
ENSG00000232456;FAM131C2P;family with sequence similarity 131 member C pseudogene;1,40992215370073e+00;1,40534490850049e+01;3,0433168937616268;2,82319928777820e-197;1,14117738163986e-196
ENSG00000280331;ENSG00000280331;ENSG00000280331;1,40167454281157e+00;1,40492956312605e+01;3,0393154549281358;0,00000000000000e+00;0,00000000000000e+00
ENSG00000273628;ENSG00000273628;ENSG00000273628;1,28710473608999e+00;1,39807330518475e+01;3,0365412981582178;3,73290348667525e-286;2,06593248590770e-285
ENSG00000223298;ENSG00000223298;ENSG00000223298;1,23659644328304e+00;1,39012075493153e+01;3,0305610616924841;6,43758475367200e-316;3,95035405453720e-315
ENSG00000196381;ENSG00000196381;ENSG00000196381;6,08960675015481e+00;1,38544632540731e+01;1,3050123025939662;0,00000000000000e+00;0,00000000000000e+00
ENSG00000253882;ENSG00000253882;ENSG00000253882;1,18699558709715e+00;1,37909102022768e+01;3,0230196377646812;3,92642138437018e-243;1,86425778858801e-242
ENSG00000266852;MIR4482;microRNA 4482;1,13727554936714e+00;1,37649005127317e+01;3,0213783108727137;3,33251526220122e-189;1,30805312013996e-188
ENSG00000260518;ENSG00000260518;ENSG00000260518;9,76589018771536e-01;1,37420353706461e+01;3,0222957639803392;1,12005863947308e-112;3,22271674001904e-112
ENSG00000266643;MIR3677;microRNA 3677;1,13284168862297e+00;1,37325092926504e+01;3,0179107671280967;1,21294377437650e-301;7,09166965995278e-301
ENSG00000264070;ENSG00000264070;ENSG00000264070;9,72800527316011e+00;1,36581754873094e+01;0,9708896345970377;0,00000000000000e+00;0,00000000000000e+00
ENSG00000260078;ENSG00000260078;ENSG00000260078;5,02432081300269e+00;1,35679342878245e+01;1,3053973151094163;0,00000000000000e+00;0,00000000000000e+00
ENSG00000256673;ENSG00000256673;ENSG00000256673;4,97118573267585e+00;1,35303785835642e+01;1,3061325223550120;0,00000000000000e+00;0,00000000000000e+00
ENSG00000240975;RPL18P8;ribosomal protein L18 pseudogene 8;4,95811936687818e+00;1,35001665030850e+01;1,3109425679685127;0,00000000000000e+00;0,00000000000000e+00
ENSG00000234805;FAM151AP1;family with sequence similarity 151 member A pseudogene;9,94912410097962e-01;1,34763590271165e+01;3,0013704727280794;1,18374360377699e-128;3,65664140564321e-128
ENSG00000277678;RNU1-153P;RNA, U1 small nuclear 153, pseudogene;9,42003261835602e-01;1,34640560689064e+01;2,9971403930729297;8,81211172511128e-191;3,47660320249828e-190
ENSG00000238386;RNU7-48P;RNA, U7 small nuclear 48 pseudogene;8,12077334056317e-01;1,34320403818291e+01;3,0052555501276417;6,82517761918080e-52;1,41385244061723e-51
ENSG00000268849;ENSG00000268849;ENSG00000268849;9,33565872446925e-01;1,34155451169027e+01;2,9954638154171818;4,21733052978157e-152;1,43484662469950e-151
ENSG00000200310;RNA5SP215;RNA, 5S ribosomal pseudogene 215;5,56662527396356e-01;1,34065481099810e+01;1,4946318657073829;7,94205556478193e-06;9,93489699207428e-06
ENSG00000259660;ENSG00000259660;ENSG00000259660;1,18457176115412e+00;1,33788393613242e+01;2,9948334123760696;9,12855689703444e-104;2,52255693112261e-103
ENSG00000263813;MIR3679;microRNA 3679;6,53634573434929e-01;1,33642582698015e+01;3,0747461310045483;7,90886634017942e-08;1,03460646609372e-07
ENSG00000278189;RNA5-8SN1;RNA, 5.8S ribosomal N1;1,92664720250959e+00;1,33562759663980e+01;1,3459889335649742;2,84403922823344e-06;3,59477427037205e-06
ENSG00000266019;MIR3609;microRNA 3609;5,04358744878964e+00;1,33351632693803e+01;0,6974658036108190;1,71503692044605e-60;3,75911506505263e-60
ENSG00000233121;VN1R20P;vomeronasal 1 receptor 20 pseudogene;8,43914661796797e-01;1,32885803314394e+01;2,9833123933073180;4,87602564748045e-186;1,89015698606586e-185
ENSG00000212609;ENSG00000212609;ENSG00000212609;1,16062958680765e-01;1,32659251543072e+01;3,3999933933388746;3,74162579426307e-01;3,87222642551077e-01
ENSG00000282431;TRBD1;T cell receptor beta diversity 1;8,17208319035406e-01;1,32625069463774e+01;2,9830445079379850;7,49106911896923e-163;2,66116255041666e-162
ENSG00000207444;SNORD56B;small nucleolar RNA, C/D box 56B;5,30752438622740e-01;1,32527048240567e+01;3,2039435982085642;2,43963534896785e-03;2,83673745719714e-03
ENSG00000224321;ENSG00000224321;ENSG00000224321;7,37322113911734e+00;1,32399845475125e+01;0,9627718107404121;0,00000000000000e+00;0,00000000000000e+00
ENSG00000253771;ENSG00000253771;ENSG00000253771;1,39696705486255e+01;1,32379322151470e+01;0,6995391694756561;0,00000000000000e+00;0,00000000000000e+00
ENSG00000252301;ENSG00000252301;ENSG00000252301;2,28728785592850e-01;1,32139508636600e+01;1,5604467969893541;4,75699950904980e-02;5,22148547884038e-02
ENSG00000270722;RNVU1-31;RNA, variant U1 small nuclear 31;9,23784615447630e+00;1,32110940913737e+01;0,5225252516082693;1,21544524608868e-230;5,51994589619721e-230
ENSG00000222806;RNA5SP225;RNA, 5S ribosomal pseudogene 225;5,75018835439918e-01;1,32108384724855e+01;1,7117105702721387;2,39682503224800e-03;2,78785037411880e-03
ENSG00000197927;NBEAP2;neurobeachin pseudogene 2;1,01661276804363e+01;1,32051510156594e+01;0,8071223189332012;0,00000000000000e+00;0,00000000000000e+00
ENSG00000239969;ENSG00000239969;ENSG00000239969;7,90199934874553e-01;1,31786088676205e+01;2,9764991807423020;3,95674522507487e-151;1,34082808410844e-150
ENSG00000259984;ENSG00000259984;ENSG00000259984;7,66054515458927e-01;1,31721637900615e+01;2,9768274553115837;2,86913626525894e-124;8,69435890609605e-124
ENSG00000165178;ENSG00000165178;ENSG00000165178;2,53531127388819e+01;1,31643327644488e+01;0,5090433235547651;0,00000000000000e+00;0,00000000000000e+00
ENSG00000226413;OR8T1P;olfactory receptor family 8 subfamily T member 1 pseudogene;8,07135546992322e-01;1,31624855690135e+01;2,9718825080395765;8,04966150121218e-185;3,10834438177238e-184
ENSG00000248340;ENSG00000248340;ENSG00000248340;5,30277131378045e-01;1,31557721012590e+01;3,0695511437740937;3,83288468484157e-06;4,83029455982130e-06
ENSG00000227835;ENSG00000227835;ENSG00000227835;7,78082577641001e-01;1,31488476387255e+01;2,9958790294157995;2,00359259814127e-28;3,43776299377361e-28
ENSG00000234371;RPSAP31;ribosomal protein SA pseudogene 31;8,47404388765893e-01;1,31142572395433e+01;2,9706623759786366;2,81534652194219e-143;9,23373635408953e-143
ENSG00000239893;ENSG00000239893;ENSG00000239893;1,79541947677967e+01;1,30748954747412e+01;0,6341946906219033;7,32732545069070e-216;3,15401459375028e-215
ENSG00000255583;ENSG00000255583;ENSG00000255583;3,74339140011054e-01;1,30510456667049e+01;2,9768439504037212;3,41772360853238e-22;5,50139613532154e-22
ENSG00000117507;ENSG00000117507;ENSG00000117507;6,56747200064512e-01;1,30390851028921e+01;2,9814177181109578;1,86610065907330e-29;3,23586352470974e-29
ENSG00000262943;ENSG00000262943;ENSG00000262943;1,18636990806609e+01;1,30225593305635e+01;0,7182845536709596;0,00000000000000e+00;0,00000000000000e+00
ENSG00000239959;ENPP7P2;ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 2;7,14609532504959e-01;1,30212122192229e+01;2,9650288087581229;2,07743195622317e-121;6,21752813177629e-121
ENSG00000100429;HDAC10;histone deacetylase 10;4,53023567512131e+01;1,30206820653136e+01;0,3658716119855751;0,00000000000000e+00;0,00000000000000e+00
ENSG00000224312;ENSG00000224312;ENSG00000224312;7,08291596886016e-01;1,30094512769153e+01;2,9666950022463690;6,12528813451759e-82;1,51426632991100e-81
ENSG00000176654;ENSG00000176654;ENSG00000176654;6,85909184831318e-01;1,29761351085486e+01;2,9655953098173575;1,41156001801964e-67;3,22323395984993e-67
ENSG00000212479;LOC124905065;small nucleolar RNA U3;6,74197558995903e-01;1,29594730929058e+01;2,9639024090456094;5,64229574468004e-70;1,30591344771696e-69
ENSG00000253174;ENSG00000253174;ENSG00000253174;6,70579379591973e-01;1,29592083658909e+01;2,9592941428500414;2,39822646688252e-144;7,89545345262161e-144
ENSG00000251685;ENSG00000251685;ENSG00000251685;3,98225688404819e-01;1,29576770322139e+01;2,9784124419830347;6,08435330345870e-18;9,29975080550434e-18
ENSG00000230927;ENSG00000230927;ENSG00000230927;6,93285315129039e-01;1,29361814734502e+01;2,9609302189561535;2,41441140061516e-79;5,88298585381691e-79
ENSG00000217783;ENSG00000217783;ENSG00000217783;6,61880164752538e-01;1,29304848018582e+01;2,9597696060430319;1,04633156104178e-86;2,65041947099355e-86
ENSG00000251892;RNU7-84P;RNA, U7 small nuclear 84 pseudogene;5,65938620199724e-01;1,29191453289006e+01;3,0071935570132382;9,25942253521959e-11;1,28082006965650e-10
ENSG00000227203;ENSG00000227203;ENSG00000227203;3,35121968102715e+00;1,29158036000705e+01;1,3053370020395796;0,00000000000000e+00;0,00000000000000e+00
ENSG00000154316;TDH;L-threonine dehydrogenase (pseudogene);6,63986391081771e-01;1,28636281024899e+01;2,9543274271748778;9,06109559407053e-89;2,31961495440373e-88
ENSG00000227160;ENSG00000227160;ENSG00000227160;6,86944711507335e-01;1,28534825255170e+01;2,9519499219158929;2,73756817307419e-103;7,54666167333713e-103
ENSG00000279208;ENSG00000279208;ENSG00000279208;6,29816402787458e-01;1,28289559799381e+01;2,9564518630582239;6,93754074836331e-50;1,41825104682999e-49
ENSG00000238778;RNU7-80P;RNA, U7 small nuclear 80 pseudogene;7,18106209314310e-01;1,28175519296033e+01;3,1821732777636829;7,37783009458707e-04;8,74421638347702e-04
ENSG00000218281;H2AC9P;H2A clustered histone 9, pseudogene;4,68438596976581e-01;1,27130958136440e+01;2,9462444944038464;3,26068801391281e-42;6,30128707022616e-42
ENSG00000225449;ENSG00000225449;ENSG00000225449;5,93748496495942e-01;1,26536508531297e+01;2,9443088209845114;4,62582003206113e-39;8,72195935616599e-39
ENSG00000207206;RNU6-1035P;RNA, U6 small nuclear 1035, pseudogene;5,31526079715269e-01;1,26452314425125e+01;2,9361392893382163;5,27808125931271e-85;1,32613490878027e-84
ENSG00000272556;ENSG00000272556;ENSG00000272556;1,21322115641191e+02;1,26373918115577e+01;0,1981321331761160;0,00000000000000e+00;0,00000000000000e+00
ENSG00000265470;MIR548AQ;microRNA 548aq;4,63630750619285e-01;1,26352473519576e+01;3,0438247570874131;3,78831727822937e-05;4,65760869843048e-05
ENSG00000238024;ENSG00000238024;ENSG00000238024;5,56413698185797e-01;1,26089726973657e+01;2,9346673668138825;1,66739158244801e-67;3,80524141978622e-67
ENSG00000219565;ENSG00000219565;ENSG00000219565;2,71645499004680e+00;1,26044599535771e+01;1,3041262498066253;0,00000000000000e+00;0,00000000000000e+00
ENSG00000279799;ENSG00000279799;ENSG00000279799;8,88876056598228e+00;1,25805511663610e+01;0,7036655867584268;0,00000000000000e+00;0,00000000000000e+00
