gene_id;gene_symbol;PC1;PC2;PC3;PC4
ENSG00000200651;ENSG00000200651;-4,11912742266433e-04;1,38255240907350e-04;7,81580659731231e-03;1,10295990533839e-03
ENSG00000213197;ENSG00000213197;-4,12033923327758e-04;2,71398255337840e-03;9,07407153066738e-04;-1,82635095908483e-03
ENSG00000169599;NFU1;-4,12061996067404e-04;2,75611383357592e-03;-3,16797487317522e-03;8,50446323498110e-04
ENSG00000255247;NECTIN1-AS1;-4,12239261608134e-04;-1,86220007618262e-04;7,34179360933118e-03;7,26833336742267e-04
ENSG00000228966;ENSG00000228966;-4,12298860319956e-04;-2,17616995028248e-04;7,51109291578425e-04;-1,47869484949653e-03
ENSG00000251059;PRKG2-AS1;-4,12353591244532e-04;-1,17070486098743e-03;2,50642591724219e-03;3,40985796981192e-04
ENSG00000277011;ENSG00000277011;-4,12886485585406e-04;1,79043074314533e-03;9,99743319900348e-04;-2,91994720481780e-03
ENSG00000202056;RNA5SP19;-4,13407759026033e-04;4,01397942374678e-04;1,32987856104787e-03;-9,94467673656917e-05
ENSG00000238366;ENSG00000238366;-4,13422813961446e-04;6,84897838241615e-04;6,21848372966474e-03;-6,15792591076047e-04
ENSG00000284641;LOC124903871;-4,13576700452735e-04;-5,27524986392726e-04;2,54635046684476e-03;8,62145720627456e-04
ENSG00000278099;RNVU1-2A;-4,13585631526691e-04;8,51338599913644e-06;1,24050666309909e-02;2,69555830548418e-04
ENSG00000163060;TEKT4;-4,13693419343758e-04;9,51897359702593e-04;-5,53146874528665e-04;-1,20325963494896e-03
ENSG00000273026;ENSG00000273026;-4,13749357291762e-04;-1,38472158088545e-03;3,46691582972806e-03;1,90579933094200e-03
ENSG00000277651;ENSG00000277651;-4,13910298531476e-04;-3,58900832798917e-04;7,95556986391894e-04;6,01549510242996e-04
ENSG00000282843;ENSG00000282843;-4,14213856292057e-04;6,07446183119257e-04;2,27262072388292e-03;6,18801644006096e-04
ENSG00000173013;CFAP184;-4,14405358505603e-04;-3,48715074715799e-03;-2,49279122547875e-03;9,46362607284734e-04
ENSG00000199530;ENSG00000199530;-4,14950729645201e-04;3,70028956479807e-04;6,65830378808831e-03;-1,39039924400080e-04
ENSG00000287567;ENSG00000287567;-4,15087337793968e-04;4,60271629460565e-04;3,28522175716831e-03;6,01902660314484e-04
ENSG00000124164;VAPB;-4,15131337870260e-04;3,06859175195037e-03;5,34179472190643e-04;3,67886065411614e-03
ENSG00000213386;ENSG00000213386;-4,15220405001035e-04;5,21570321348204e-04;-8,36737495125835e-04;-1,35176662938039e-03
ENSG00000276645;ENSG00000276645;-4,15223763399179e-04;-2,04472682889661e-05;8,54668185737770e-03;9,29575898438274e-04
ENSG00000201736;RNA5SP160;-4,15285439843086e-04;7,17929582268796e-04;8,10153852270600e-03;1,28393311553733e-04
ENSG00000272197;RN7SL803P;-4,15344740414038e-04;-2,26673401750480e-04;6,87060723916551e-03;6,86257294180822e-04
ENSG00000237993;ENSG00000237993;-4,15812628039185e-04;5,52863466067840e-05;7,85591436407620e-03;1,06049768156191e-03
ENSG00000275132;RN7SL663P;-4,15972183190243e-04;-5,25964214016805e-03;6,33839165616769e-03;4,26214742621339e-03
ENSG00000134308;YWHAQ;-4,16008363346470e-04;3,95983104321140e-03;-4,54620072251136e-04;-1,71329195581297e-03
ENSG00000183432;ENSG00000183432;-4,16050763065996e-04;-1,17284047358480e-04;8,98586426482296e-03;7,52759507108830e-04
ENSG00000237041;RPL27P8;-4,16386603959057e-04;-4,46779545995786e-05;8,33602929244646e-03;3,19392500668165e-04
ENSG00000284809;ENSG00000284809;-4,16509398805965e-04;-2,93664648744637e-04;1,61759286374436e-03;-2,25469635950994e-04
ENSG00000228930;MTCO1P3;-4,16527958936537e-04;-2,52847573510877e-04;2,70864916542257e-03;1,05712021453504e-03
ENSG00000282996;ENSG00000282996;-4,16589805427216e-04;-2,70409440824353e-04;4,09143698739713e-03;7,90982679968930e-04
ENSG00000267771;ENSG00000267771;-4,16657812557757e-04;2,17040477173881e-04;3,06725877413206e-03;4,41538808119007e-04
ENSG00000256011;ENSG00000256011;-4,16786027312619e-04;1,12400941903814e-05;8,39300699922436e-03;8,47054930101126e-04
ENSG00000227927;MACROD2-IT1;-4,16886236474409e-04;4,26759596409415e-04;6,88072119661929e-03;2,39616698066344e-04
ENSG00000265521;MIR5697;-4,16948647050455e-04;4,34729084287700e-04;3,71205569358438e-03;3,78683783604591e-04
ENSG00000212597;RNU6-876P;-4,17487220224098e-04;2,38848748504006e-04;7,79102503666746e-03;6,08722037018327e-04
ENSG00000263361;MIR378H;-4,17529389319490e-04;1,14588500671303e-03;4,56551446766140e-03;-2,54093245995696e-05
ENSG00000008083;JARID2;-4,17688341608375e-04;-3,53466668565589e-04;4,26474572584442e-03;-4,20502817777010e-05
ENSG00000248399;ENSG00000248399;-4,18549418187053e-04;2,99925672194704e-04;1,80990993674710e-03;2,31094256099614e-04
ENSG00000266318;MIR5692A1;-4,18835843504277e-04;3,60959321281280e-04;4,63840428244467e-03;5,94788079987441e-05
ENSG00000234469;CLDN34;-4,18844746696174e-04;-2,58486494614741e-03;2,55443148610857e-03;2,39690526560770e-03
ENSG00000265520;MIR548V;-4,19308545665757e-04;3,96865480025615e-04;7,95030404701723e-03;-7,63878821515222e-05
ENSG00000237382;ENSG00000237382;-4,19428693428583e-04;-7,39494857299504e-05;8,31099715993568e-03;-1,84320040061196e-04
ENSG00000139697;SBNO1;-4,19534322367028e-04;7,85886687274086e-04;6,98695464658364e-03;3,22342271854059e-03
ENSG00000267011;ENSG00000267011;-4,20079610815552e-04;9,00333713607361e-06;7,28276797386060e-04;1,02755062959811e-04
ENSG00000241169;ENSG00000241169;-4,20098191563632e-04;-1,03148590349702e-04;1,08397447564080e-02;9,25353163242776e-04
ENSG00000271204;ENSG00000271204;-4,20115274215467e-04;-3,45356031047925e-03;2,11967886153796e-02;4,83063392405766e-03
ENSG00000243704;RN7SL105P;-4,20271234591802e-04;1,08025588846293e-04;6,57804014444927e-03;3,24358087383353e-04
ENSG00000242719;RN7SL806P;-4,20423143925150e-04;1,76446221480310e-05;6,48636936215214e-03;1,25266566134291e-03
ENSG00000263969;RN7SL678P;-4,20457080163991e-04;3,63068055390364e-04;4,39738501657750e-03;1,45378316779680e-04
ENSG00000252747;RNA5SP364;-4,20629526805290e-04;4,84340310554549e-04;3,35257310413169e-03;2,07827204031289e-04
ENSG00000105926;PALS2;-4,21921034451044e-04;7,78135341551609e-03;1,24495549929063e-02;-1,09407871555855e-03
ENSG00000270809;CHCHD2P11;-4,22389719630388e-04;5,53912360083803e-04;7,19807442651087e-03;7,42208142628047e-04
ENSG00000223882;ABCC5-AS1;-4,22588617804048e-04;-4,67032332161400e-04;7,14520196304034e-03;4,12834580616241e-04
ENSG00000250350;ENSG00000250350;-4,22760444187830e-04;4,05943797791301e-04;8,72417099013893e-03;8,66362345776867e-04
ENSG00000264358;MIR3122;-4,22825251651270e-04;5,55217426384281e-04;3,55577384161616e-03;4,80253030367155e-04
ENSG00000229217;ENSG00000229217;-4,22961132508439e-04;4,58782473278970e-05;3,56490839653240e-03;4,47355155458950e-04
ENSG00000242256;RN7SL57P;-4,23161604157825e-04;1,70932116129356e-04;1,12798110011369e-02;8,85620524737210e-04
ENSG00000128310;GALR3;-4,23211428655903e-04;1,26147503437517e-04;-2,70937889756529e-03;4,47542874605651e-04
ENSG00000252975;ENSG00000252975;-4,23224711318579e-04;4,21662126196492e-04;1,05433405109079e-02;3,90660127392956e-04
ENSG00000149646;CNBD2;-4,23250426212449e-04;1,31367272777182e-03;2,83729314838842e-03;1,24236276662994e-03
ENSG00000269040;BNIP3P24;-4,23388264282755e-04;-1,18305224345598e-03;9,02668423957181e-03;9,67066071720474e-04
ENSG00000283246;ENSG00000283246;-4,23397653782768e-04;-2,44841922373106e-03;4,76660103850566e-04;1,98276400697159e-03
ENSG00000199122;MIR148B;-4,23405757958658e-04;3,52288664559080e-04;3,42343847721272e-03;2,47579014898726e-04
ENSG00000266245;MIR4644;-4,23575844166627e-04;3,06902494187314e-04;5,70135279630223e-03;-4,88839047181934e-04
ENSG00000126550;HTN1;-4,23945940099902e-04;7,84938117728742e-04;3,20435060725720e-03;1,31767122563376e-04
ENSG00000237136;C4orf51;-4,24280923957070e-04;3,60655032616478e-04;4,05751734482339e-03;-3,90308752354940e-04
ENSG00000271370;ENSG00000271370;-4,24428382285682e-04;3,07559897590557e-04;7,55016320234872e-03;2,12333583430950e-04
ENSG00000174977;ENSG00000174977;-4,24600675920954e-04;5,66576049124004e-03;5,54250554524937e-03;-2,15921793030409e-03
ENSG00000213700;RPL17P50;-4,24784604285891e-04;4,17902052453862e-03;3,80525100361526e-03;-5,39864909944852e-03
ENSG00000232341;RPL4P2;-4,25056069298124e-04;2,58644413369715e-03;-7,85840500664922e-04;6,19112044740725e-04
ENSG00000216636;RPL7P25;-4,25337464477215e-04;3,20089673721357e-04;1,17599210990967e-02;7,64026901772255e-04
ENSG00000251374;ENSG00000251374;-4,25489596845219e-04;6,40201065824257e-04;5,59803410142146e-03;3,21240394679130e-04
ENSG00000264916;RN7SL230P;-4,25646109668595e-04;4,57125197256941e-04;8,95146072697496e-03;1,58776283226810e-04
ENSG00000199806;RNA5SP491;-4,25683372262879e-04;3,89140522634968e-04;6,83757648552330e-03;9,23843479711619e-05
ENSG00000221216;RNU6ATAC27P;-4,25683876979199e-04;2,50439264174416e-04;5,30985167177309e-03;-1,29397253262714e-04
ENSG00000259215;ENSG00000259215;-4,25736772390489e-04;5,75757515707768e-04;2,70330621529321e-03;6,33954911324627e-04
ENSG00000262488;ENSG00000262488;-4,25787424610622e-04;-5,51048823125785e-03;2,01731212961846e-03;-4,13794703764651e-03
ENSG00000199335;RNU6-204P;-4,25990789971786e-04;5,53071737704365e-04;2,34944907794558e-03;2,72654524008882e-04
ENSG00000134955;SLC37A2;-4,26432013414259e-04;-9,57407632484959e-03;2,77720060473406e-04;-1,81214712702325e-02
ENSG00000232934;ENSG00000232934;-4,26494823345926e-04;-9,26905991506952e-03;1,78142955080831e-02;9,86702829438802e-03
ENSG00000240452;MTCO1P29;-4,27107381236373e-04;3,98143089977649e-05;5,37889384390726e-03;4,87187135710448e-04
ENSG00000172974;ENSG00000172974;-4,27239492369903e-04;1,11132703609266e-03;-5,94500325217065e-03;2,66989546800706e-03
ENSG00000166796;LDHC;-4,27246364922247e-04;-1,09005532788042e-04;2,78301472680904e-03;2,91706388252376e-03
ENSG00000263540;MIR5582;-4,27298286769495e-04;5,01364324933896e-04;4,03233511204822e-03;4,64182555506840e-04
ENSG00000201458;ENSG00000201458;-4,27391751963418e-04;4,37243704744959e-04;8,76906219858405e-03;2,74966585211470e-04
ENSG00000067334;DNTTIP2;-4,27494943450793e-04;2,64932381588745e-03;3,24530610290804e-03;1,06754753099150e-03
ENSG00000259756;ENSG00000259756;-4,27632737862131e-04;-3,85711201859762e-05;9,27880209043561e-03;1,04903423275014e-03
ENSG00000254094;ENSG00000254094;-4,27922260101949e-04;-1,64841927174952e-03;3,81317131969120e-03;1,93619651886654e-03
ENSG00000223750;ENSG00000223750;-4,27935590081976e-04;-1,69023830886808e-03;2,95526264020334e-03;-2,38785636084455e-03
ENSG00000259541;LOC649133;-4,28305863094970e-04;-1,20913429623741e-03;3,57813586706944e-03;1,01666875065142e-03
ENSG00000252985;LOC124902337;-4,28394301964384e-04;3,93630012122709e-04;8,25253633028865e-03;2,35875301834662e-04
ENSG00000234091;ENSG00000234091;-4,28398564853336e-04;7,00515146581721e-04;7,37012681105693e-03;-3,49557909020377e-04
ENSG00000233270;ENSG00000233270;-4,28558154623068e-04;6,96515174550913e-04;-1,00564476944912e-03;1,19074362253813e-03
ENSG00000199883;ENSG00000199883;-4,28558181165313e-04;-1,55153931278678e-04;9,18231296419388e-03;8,91313658755481e-04
ENSG00000211851;TRAJ38;-4,28767360881347e-04;-1,88661456298656e-04;4,30905715426660e-03;-1,43325682937347e-03
ENSG00000226085;ENSG00000226085;-4,29020018163989e-04;-5,86038406196762e-03;-1,71456875906535e-02;7,69238099626007e-03
ENSG00000254329;IGHVII-60-1;-4,29452181048687e-04;-3,14454657983019e-03;4,48830095186874e-04;-2,59243265308811e-03
ENSG00000275793;RIMBP3;-4,29488638328806e-04;-1,96623805144041e-03;9,91672594774117e-05;-5,46439248576403e-03
ENSG00000268598;VN1R80P;-4,29514587652355e-04;1,01780432725123e-03;7,14629790158196e-03;-7,23399953800562e-04
ENSG00000211880;TRAJ9;-4,29780338603972e-04;-4,24826139605472e-04;4,47052127302860e-03;-1,01642497297966e-03
ENSG00000189167;ZAR1L;-4,30172496918363e-04;-2,25533122273393e-04;2,09359017606287e-03;-6,45353498169941e-04
ENSG00000256176;ENSG00000256176;-4,30249746993578e-04;2,87048165512161e-04;1,05538527472067e-02;1,46203632267632e-03
ENSG00000285366;ENSG00000285366;-4,30309714383253e-04;-3,69297997680638e-04;1,46724402126327e-02;1,04784999578978e-03
ENSG00000270861;ENSG00000270861;-4,30440570170998e-04;2,79653939227370e-04;3,63952250121846e-03;2,10370860288515e-04
ENSG00000254486;LINC02547;-4,30754256704142e-04;2,97988561964809e-04;2,87709912274497e-03;-7,69800256255581e-04
ENSG00000271687;MTND5P10;-4,30857239138122e-04;-6,28461227261615e-04;5,00507710067107e-03;1,43559887525713e-03
ENSG00000135617;PRADC1;-4,30859788804715e-04;-4,08860816932298e-03;-1,26193688374952e-02;3,11515324372587e-03
ENSG00000259169;GNRHR2P1;-4,31008084175603e-04;5,05519358745426e-04;1,65178333925291e-03;-5,89892329339756e-04
ENSG00000271557;YPEL5P2;-4,31160174952020e-04;-6,84021720545396e-04;7,88953872934468e-03;1,16145076416073e-03
ENSG00000111237;VPS29;-4,31669391405252e-04;1,76712248625640e-04;1,43764359767851e-03;2,81036173899564e-03
ENSG00000255539;ENSG00000255539;-4,31895822280976e-04;1,68043796798443e-04;6,52288929864719e-03;4,91446044804465e-04
ENSG00000253063;RNU6-494P;-4,32021609047419e-04;3,09098895841115e-04;7,40976619312425e-03;2,67759036293115e-04
ENSG00000248466;LOC651644;-4,32975553332703e-04;-5,62359802429013e-04;2,34187152893329e-03;-4,33331936748232e-04
ENSG00000231622;ENSG00000231622;-4,33338829009874e-04;3,98583268439691e-04;4,28342501721433e-03;5,61995451637727e-04
ENSG00000260033;ENSG00000260033;-4,33448425674429e-04;9,60319451870937e-05;1,32439079951383e-02;4,80958871763479e-04
ENSG00000146007;ZMAT2;-4,33460870881941e-04;7,72302406547409e-05;-1,17016734643382e-03;3,32418656368299e-04
ENSG00000213721;ENSG00000213721;-4,34034956111508e-04;7,50130569783935e-04;3,52171710496034e-03;2,88149063798002e-05
ENSG00000239919;ENSG00000239919;-4,34651474160201e-04;4,37798341482452e-04;4,45643759831820e-03;2,72434068832536e-04
ENSG00000234709;ENSG00000234709;-4,35088436065735e-04;-1,57463295169653e-03;3,53228544918999e-03;4,25224858051578e-03
ENSG00000199836;RNU1-47P;-4,35885456431603e-04;4,71959640362178e-04;1,71748222667130e-03;-1,07640597604444e-03
ENSG00000238711;RNY4P25;-4,35952257091235e-04;3,43593881863243e-04;8,33023066052416e-03;-1,03552891596257e-04
ENSG00000273997;ENSG00000273997;-4,36023741367742e-04;-1,24186740101456e-03;1,47815749351623e-03;6,77749658235712e-04
ENSG00000211879;TRAJ10;-4,36089800000111e-04;-2,90208178157357e-04;6,00958981213454e-03;-1,08384726603897e-03
ENSG00000266533;MIR3619;-4,36200358651211e-04;4,61431692258461e-04;7,27802515354027e-03;1,97795253217199e-04
ENSG00000205864;KRTAP5-6;-4,36323023736363e-04;2,89598652513445e-04;4,13371996368183e-04;1,73964412142670e-04
ENSG00000236484;RRM2P2;-4,37064467518807e-04;7,29235790110005e-04;4,15193616595588e-04;1,47482476723291e-04
ENSG00000279591;ENSG00000279591;-4,37161179029957e-04;8,19891496442099e-04;6,77567312965758e-03;2,94452270648463e-03
ENSG00000262020;ENSG00000262020;-4,37691686075109e-04;2,73438369130181e-04;8,74631307455606e-03;6,37671004163648e-04
ENSG00000158481;CD1C;-4,37801693192594e-04;-4,40159674042010e-03;-3,98668810316177e-04;-1,64595664705616e-02
ENSG00000281560;LSINCT5;-4,38002157236100e-04;2,60814494594020e-04;1,14156429699415e-03;1,27247795743506e-04
ENSG00000273176;ENSG00000273176;-4,38069965390138e-04;-1,65128963888389e-03;3,18360453491523e-03;2,54527327301908e-03
ENSG00000175604;ENSG00000175604;-4,38150781624440e-04;2,50896752501211e-04;8,36196854818507e-03;2,22917403734520e-05
ENSG00000168763;CNNM3;-4,38365460964834e-04;1,81474394644972e-03;-3,32295265260980e-03;2,20490435756066e-03
ENSG00000265791;ENSG00000265791;-4,38550595834584e-04;7,08241187765102e-04;9,06837198664832e-03;2,89677628697846e-03
ENSG00000134438;RAX;-4,38559846704942e-04;5,97904948400150e-04;1,44431630171689e-03;-2,17154841050750e-03
ENSG00000206627;RNU6-969P;-4,38608439640690e-04;3,99168067170824e-04;5,60553955759180e-03;7,42332015902526e-04
ENSG00000213253;ENSG00000213253;-4,38626248945868e-04;5,36597832076881e-04;2,38583492201875e-03;2,10888057658540e-03
ENSG00000274281;ENSG00000274281;-4,38770770997496e-04;-1,17238651264609e-03;7,81500297838820e-03;2,42654721921138e-03
ENSG00000240870;RPL19P14;-4,38964234126184e-04;4,48405780075280e-04;6,07018838859755e-03;-2,64021872503023e-04
ENSG00000256351;ENSG00000256351;-4,39240385738600e-04;-2,70626506073803e-03;6,25167304122212e-03;2,13733962941824e-03
ENSG00000229289;ENSG00000229289;-4,39370763782397e-04;6,40280356223197e-04;1,44535775079768e-03;5,50006190052549e-04
ENSG00000180475;OR10Q1;-4,39408085977938e-04;-4,92582001868902e-04;-2,04728765194751e-04;8,20486469808430e-04
ENSG00000122692;SMU1;-4,39583894477683e-04;2,35469867116635e-03;6,31344088625600e-04;9,97417643641383e-04
ENSG00000265355;MIR3136;-4,39910144980857e-04;3,93583482780419e-04;5,01478474318594e-03;-2,29623650664522e-04
ENSG00000264829;ENSG00000264829;-4,39974170032384e-04;-5,64158045097944e-04;1,00111566159334e-02;1,88196348185044e-03
ENSG00000249799;ENSG00000249799;-4,40050038137148e-04;-2,76693556825334e-04;8,52690041476536e-03;1,63834010802068e-03
ENSG00000224014;ENSG00000224014;-4,40409625034294e-04;5,82238084681187e-04;2,41021579644169e-03;1,98188166071822e-03
ENSG00000227204;RBMY2JP;-4,40412018812848e-04;1,01341819237232e-03;1,08194763015597e-03;1,82371467576341e-04
ENSG00000029725;RABEP1;-4,40561488669316e-04;4,38619085373557e-03;7,07832721642611e-03;-5,33303703637323e-03
ENSG00000217004;ENSG00000217004;-4,40571106450013e-04;-2,72662903392174e-05;4,97111487685469e-03;8,22972886220259e-04
ENSG00000251972;RNU6-123P;-4,40827982930566e-04;3,94296698785304e-04;8,95351872617974e-03;4,84144102520799e-04
ENSG00000224462;C4BPAP1;-4,40918793813130e-04;6,15735773283457e-04;5,07138464570182e-03;-2,12422174062444e-04
ENSG00000202354;RNY3;-4,41088754249828e-04;6,16400328441758e-04;1,53963943087339e-02;1,05936368322457e-04
ENSG00000276535;ENSG00000276535;-4,41533242119259e-04;-2,18427818962880e-03;7,59024702933280e-04;1,76513099524640e-03
ENSG00000253093;RNA5SP179;-4,41540487892799e-04;3,01696429782026e-04;8,90131989938581e-03;4,10375670117152e-04
ENSG00000212432;ENSG00000212432;-4,41668871689470e-04;1,77748236778946e-04;5,21640755460228e-03;5,56207561956147e-04
ENSG00000222266;RNU6-757P;-4,42050743498652e-04;3,31770883410984e-04;7,45137436581369e-03;-1,98403271747506e-04
ENSG00000008438;PGLYRP1;-4,42196762208045e-04;-7,06243251395697e-04;1,71060988034873e-03;-3,62358730724080e-03
ENSG00000265422;MIR4684;-4,42249111087971e-04;4,67445561354172e-04;5,49524168512450e-03;5,33384688438029e-04
ENSG00000230231;FMO7P;-4,42791236236730e-04;4,24851034310215e-04;3,20857162035076e-03;-2,40158097812766e-04
ENSG00000199523;ENSG00000199523;-4,42918735801186e-04;3,99891179508507e-04;9,45342072265542e-04;-4,87261080985864e-04
ENSG00000235318;MTND4LP13;-4,42948432774216e-04;-2,54517761767605e-03;7,43844690556317e-03;7,62645109985570e-04
ENSG00000263642;MIR4802;-4,43020780910954e-04;3,50614089185301e-04;8,39655093177518e-03;4,12536149403613e-04
ENSG00000258604;ENSG00000258604;-4,43179582296320e-04;-4,67514453070249e-03;2,49674772895641e-04;3,05176941006860e-03
ENSG00000272167;ENSG00000272167;-4,43282897005009e-04;1,29576763684076e-04;1,25964261800012e-02;1,32604705347386e-03
ENSG00000234604;ENSG00000234604;-4,43405147430251e-04;5,84988454978818e-04;1,21489148892461e-02;9,20930949996414e-04
ENSG00000239835;PARLP1;-4,43826214161265e-04;-7,55311283522949e-05;1,31154102209706e-02;8,65257373862130e-04
ENSG00000206847;ENSG00000206847;-4,44509675963519e-04;4,59631410319819e-04;1,10321888000376e-02;8,58936889447496e-04
ENSG00000219608;ENSG00000219608;-4,44662084619427e-04;7,23160636018145e-04;1,05840224872587e-02;3,66925600431611e-04
ENSG00000105549;SPMAP2;-4,44682352039559e-04;-6,35445403005866e-04;5,88728439575691e-04;-1,14199846611022e-03
ENSG00000271072;ENSG00000271072;-4,45134498799849e-04;1,84284096369475e-03;-2,54081521145900e-03;1,64225126891330e-04
ENSG00000274001;ENSG00000274001;-4,45778371148015e-04;-2,84293603097040e-03;1,20874006223935e-02;5,17793303982123e-03
ENSG00000257859;CASC18;-4,45872872368633e-04;-5,71444499722825e-03;3,58692440951297e-03;-3,78022523017271e-03
ENSG00000278594;ENSG00000278594;-4,45925139524706e-04;1,14868503019600e-03;1,07022694244236e-03;-7,72833018398668e-04
ENSG00000249870;ENSG00000249870;-4,46008114030168e-04;4,36770760566486e-04;1,25843466076736e-02;6,22029180804129e-04
ENSG00000267638;LOC105371789;-4,46161038064384e-04;5,94092027541771e-04;5,15412805313087e-03;2,88373841296676e-04
ENSG00000200814;ENSG00000200814;-4,46212558234641e-04;5,69939028809349e-04;9,54611089298717e-03;-8,98631265731559e-04
ENSG00000232482;ENSG00000232482;-4,46306703677840e-04;-2,39064222483144e-03;1,01087989732868e-02;2,28830439418948e-03
ENSG00000237493;ENSG00000237493;-4,46687621745120e-04;3,50356947887352e-04;1,16345284767559e-03;-7,69974747736618e-04
ENSG00000282915;ENSG00000282915;-4,46702909651237e-04;1,98320100109625e-04;8,13872026674733e-03;-1,17326984273139e-04
ENSG00000202523;ENSG00000202523;-4,47238047806785e-04;-2,09840796666096e-04;5,28063187789369e-03;1,11120873426862e-03
ENSG00000252376;RNA5SP395;-4,47267950092111e-04;2,60611102333523e-04;5,84728842812943e-03;2,09428887193824e-05
ENSG00000225711;ENSG00000225711;-4,47306171919989e-04;1,71855255165124e-04;1,20247551968433e-02;9,85473381942037e-04
ENSG00000226188;ENSG00000226188;-4,47634615149058e-04;4,46436782259512e-05;7,28674369809177e-03;1,46372065373578e-03
ENSG00000266097;MIR5192;-4,47787552761533e-04;4,02840544807776e-04;4,39334679746374e-03;2,30100762717984e-04
ENSG00000213540;ENSG00000213540;-4,47896502354279e-04;1,70538184144659e-03;-1,39487189014178e-03;-1,30009261425063e-03
ENSG00000199959;LOC124904808;-4,48100808032780e-04;-1,32009660535500e-03;2,27798805933331e-03;1,00740888435471e-03
ENSG00000252456;RNA5SP434;-4,48120911059947e-04;-2,02140023557442e-03;6,01095023106383e-03;1,27935672429050e-03
ENSG00000255928;ENSG00000255928;-4,48562701024644e-04;7,77740814094662e-04;7,33956021916046e-03;1,25816021126329e-03
ENSG00000202414;ENSG00000202414;-4,48869325563042e-04;1,16360326997319e-04;6,04955614732883e-03;8,08597807456330e-04
ENSG00000211872;TRAJ17;-4,49243319347328e-04;-5,86210084853282e-04;4,09699027414051e-03;-9,86782756767614e-04
ENSG00000229327;EPC1-AS1;-4,49686365857210e-04;1,35682678393299e-04;9,94787773624658e-03;2,49786880755253e-05
ENSG00000170734;POLH;-4,49717206099030e-04;1,49459718948920e-03;4,22573945197442e-03;3,19526468403779e-04
ENSG00000274967;ENSG00000274967;-4,50120501642467e-04;2,95286644284793e-04;6,74049657941775e-03;-2,47158650691916e-04
ENSG00000244256;RN7SL130P;-4,50137547707318e-04;-4,93800571331418e-03;5,83440802516071e-03;2,46007671200583e-03
ENSG00000242083;RPL7AP31;-4,50228710723771e-04;8,39191272896839e-04;3,68560765348240e-03;1,08371969425566e-03
ENSG00000218617;ENSG00000218617;-4,50333807338949e-04;7,08907228356303e-05;9,33426758650425e-04;-3,75246698944787e-04
ENSG00000241144;RN7SL728P;-4,50378559134598e-04;-3,82075402641845e-03;1,46088062759086e-03;2,56969591885806e-03
ENSG00000279555;ENSG00000279555;-4,50490121990351e-04;-2,72514789963354e-03;1,52304538053792e-02;4,27864765041421e-03
ENSG00000241420;RN7SL505P;-4,50771689610025e-04;1,03308055073448e-04;7,48561061295490e-03;7,70379091905440e-04
ENSG00000232454;ENSG00000232454;-4,51275303194607e-04;1,36261580284142e-03;7,81971357960424e-03;3,20656644969323e-04
ENSG00000248416;ENSG00000248416;-4,51622179918842e-04;-4,14696392570032e-04;5,15101454576110e-03;8,38616590212996e-04
ENSG00000232015;ENSG00000232015;-4,51643970205815e-04;5,08886211418237e-04;6,41866494972985e-03;3,15039454468883e-04
ENSG00000230459;ENSG00000230459;-4,51713426649205e-04;2,94969878703228e-05;8,58627467341316e-03;5,98803020975062e-04
ENSG00000271015;ENSG00000271015;-4,52059649650278e-04;-5,75991501402506e-04;6,56502300868369e-05;-2,06606269126882e-03
ENSG00000105641;SLC5A5;-4,52366845236379e-04;-2,70835134497380e-03;2,14307878230942e-03;-4,33273007976334e-03
ENSG00000095319;NUP188;-4,52488316537153e-04;3,94098534917825e-03;-2,92690511837777e-03;-7,87077934406309e-04
ENSG00000229836;ENSG00000229836;-4,52861707454263e-04;-1,20127310451250e-03;1,62433640540249e-04;3,47024380468990e-04
ENSG00000265243;IGLJCOR18;-4,52900029251770e-04;-2,41061220388552e-04;1,40959591829024e-04;-2,59308458177946e-03
ENSG00000130725;UBE2M;-4,53186952455371e-04;4,97896060381414e-03;-9,42914425556953e-03;6,81471755838582e-04
ENSG00000232060;ENSG00000232060;-4,53584931284301e-04;7,59677228547100e-04;-1,21271570541461e-03;1,34903924849164e-04
ENSG00000259999;ENSG00000259999;-4,54410899003219e-04;3,52026537042672e-04;9,37279198122674e-03;8,59659521158511e-04
ENSG00000115234;SNX17;-4,54456697858019e-04;1,49010918350853e-03;-8,10961576380354e-03;-1,90707692573998e-03
ENSG00000259299;LOC100420707;-4,54797171468412e-04;3,36789615569087e-04;-8,46289378007776e-04;3,36630497755594e-04
ENSG00000207983;MIR613;-4,55035995590616e-04;5,63603700877274e-04;4,64673076347140e-03;6,77281153988991e-04
ENSG00000238391;RNA5SP233;-4,55232772243645e-04;5,35538081537230e-04;9,18993753843191e-03;6,96987302561419e-04
ENSG00000279147;ENSG00000279147;-4,55280244452458e-04;3,51037814594909e-04;3,82911417514151e-03;1,98760977344846e-03
ENSG00000255456;ENSG00000255456;-4,55290611883424e-04;4,50967270436664e-05;5,54585632830380e-03;9,32129144322515e-04
ENSG00000237434;SMNP;-4,55427690306940e-04;6,89180679856773e-04;3,46608993500926e-03;7,61556164896776e-04
ENSG00000284725;SCYGR6;-4,55845975707310e-04;4,21436597486861e-04;-6,29965140295878e-04;3,32543064601159e-04
ENSG00000259418;ENSG00000259418;-4,56077271481311e-04;1,06546799721216e-04;7,91580528893474e-03;5,45432327324869e-04
ENSG00000259997;ENSG00000259997;-4,56097836443354e-04;-2,97579556434987e-03;4,02430973525266e-04;-3,25662099923959e-03
