gene_id;gene_symbol;PC1;PC2;PC3;PC4
ENSG00000006116;CACNG3;1,24001709092953e-03;-4,21069105766737e-04;7,69427038435248e-04;-7,22613653652908e-04
ENSG00000278881;ENSG00000278881;1,23977198535883e-03;-2,29403572456070e-03;9,40886746536134e-03;-1,52258962027566e-03
ENSG00000232878;DPYD-AS1;1,23967838420459e-03;4,36046541509016e-04;1,02963893207924e-02;-2,52799680001877e-03
ENSG00000240132;ENSG00000240132;1,23873965248301e-03;-9,46505182334367e-04;1,58401572992179e-02;3,21531845222310e-03
ENSG00000130383;FUT5;1,23850376026626e-03;-4,57402108599618e-03;2,19167345559885e-04;2,48874543458120e-03
ENSG00000228137;ENSG00000228137;1,23826520003915e-03;-1,71412127054086e-03;5,97039356311734e-03;4,84031290726408e-03
ENSG00000272479;ENSG00000272479;1,23757868636910e-03;7,06179905871038e-05;3,90328767535804e-04;-2,24161879657575e-04
ENSG00000254932;PKNOX2-AS1;1,23665984083350e-03;2,76697816216079e-05;1,87328730618715e-03;-1,56387501659906e-03
ENSG00000169714;CNBP;1,23665156179015e-03;4,04224461429269e-03;-1,19892195707046e-03;-7,75794888019587e-04
ENSG00000282855;ENSG00000282855;1,23624666748798e-03;1,37410401538983e-03;2,40070250323204e-03;3,71345209027892e-04
ENSG00000134873;CLDN10;1,23599885159045e-03;1,84376978521058e-03;2,17730879897184e-03;-3,26512773477512e-03
ENSG00000151475;SLC25A31;1,23574170309456e-03;2,36034394413416e-04;1,49984818293681e-03;6,25186694205882e-04
ENSG00000254088;ENSG00000254088;1,23569519827224e-03;-1,01261421234539e-03;5,93356460197987e-03;6,12218899737643e-04
ENSG00000279881;ENSG00000279881;1,23559570126729e-03;-1,84176648986024e-03;3,47135588543097e-03;-6,67715069321885e-03
ENSG00000236045;ENSG00000236045;1,23470656046626e-03;1,88925383673312e-03;1,51849437272620e-03;-7,01359030364459e-04
ENSG00000189319;FAM53B;1,23404119282392e-03;-3,39234507242802e-03;-4,70593411183087e-03;3,16106246221036e-03
ENSG00000287213;LOC105372502;1,23371987033643e-03;-4,09323655030392e-04;1,66145733288122e-03;1,18119600420183e-03
ENSG00000187051;RPS19BP1;1,23342664533570e-03;2,01978690748696e-03;-1,05460205808866e-02;1,20541701649288e-03
ENSG00000271631;ENSG00000271631;1,23341502572375e-03;-7,45179063286554e-03;6,70922863356854e-03;6,06839058710232e-03
ENSG00000233602;ERI3-IT1;1,23145461363079e-03;-1,48657259457217e-03;1,04588969076804e-02;3,61352347569760e-03
ENSG00000253833;DSTNP3;1,23053838458320e-03;1,77355354952327e-03;-1,12560769822278e-03;-7,30431978674924e-04
ENSG00000235674;ENSG00000235674;1,23002493667340e-03;4,59471219368138e-04;1,17333392614266e-03;-2,33223220303984e-03
ENSG00000249175;ENSG00000249175;1,22963356901100e-03;-6,64649028002445e-05;9,58786952283720e-03;-2,26485168850781e-03
ENSG00000138640;FAM13A;1,22955416798462e-03;-3,03436379825100e-03;4,55125772932620e-03;2,47808528924807e-03
ENSG00000287751;ENSG00000287751;1,22904761188859e-03;-1,86321357297277e-03;1,54574235502439e-03;6,70016716593927e-04
ENSG00000169006;NTSR2;1,22899941787588e-03;1,79453743208893e-04;1,76195456137805e-03;-8,71920281974020e-04
ENSG00000260761;ENSG00000260761;1,22845749443257e-03;3,08245503811669e-04;1,91633304998816e-03;1,34902271224388e-04
ENSG00000272871;ENSG00000272871;1,22663282636220e-03;-2,72681853616379e-03;7,78749062038391e-03;5,57718665052432e-03
ENSG00000050438;SLC4A8;1,22572601510100e-03;2,41616366055123e-03;7,61549229562996e-03;-2,42428192543000e-03
ENSG00000206658;RNU6-1039P;1,22509659144594e-03;1,71628007633459e-04;2,58804004873996e-03;-1,17612749687969e-03
ENSG00000271996;ENSG00000271996;1,22492517676767e-03;-4,45491945456318e-04;8,41822794982493e-03;1,13105470005507e-03
ENSG00000280345;ENSG00000280345;1,22440848529493e-03;-8,83650194081032e-04;1,24963456479545e-03;-4,49981190851853e-04
ENSG00000279217;ENSG00000279217;1,22372878600787e-03;1,01203979816324e-05;5,84260857537505e-03;2,63254803031949e-04
ENSG00000168785;TSPAN5;1,22365838944570e-03;1,05464779669190e-02;2,54474815500921e-03;-4,80725687063088e-03
ENSG00000255165;ENSG00000255165;1,22266931645244e-03;-2,16066854598365e-03;8,34569165272363e-03;2,76695648001843e-03
ENSG00000183891;TTC32;1,22197398303198e-03;1,69808147777777e-03;4,06479875021369e-03;5,49392541267832e-03
ENSG00000169957;ZNF768;1,22162452766766e-03;-2,18826975835145e-03;-1,01199274578807e-02;7,57909997067645e-03
ENSG00000279758;ENSG00000279758;1,22148455949163e-03;-2,49268365512191e-03;5,98179174073419e-03;2,15930943144963e-03
ENSG00000241597;RPS9P3;1,22130253836460e-03;-7,91128015657182e-04;3,36452292174626e-03;1,13678684150832e-03
ENSG00000213516;RBMXL1;1,22121082732372e-03;1,82047569247146e-03;5,76275665543202e-03;-3,29075222386628e-03
ENSG00000179636;TPPP2;1,22095806079935e-03;-5,04915029187673e-03;1,32041477743109e-03;3,24403582068004e-03
ENSG00000271980;ENSG00000271980;1,22009945965383e-03;-5,46647692702044e-03;2,64585077590957e-03;4,14860137092191e-03
ENSG00000254743;OR10V3P;1,22004771827874e-03;-1,27195186303057e-03;2,65089023541949e-03;8,55945654379653e-04
ENSG00000206634;SNORA22;1,21993575266922e-03;6,65011524826513e-04;1,77848134521091e-02;3,21467935433535e-03
ENSG00000285619;ENSG00000285619;1,21972239416796e-03;5,49845796725810e-04;8,50484710428530e-03;-1,66030547702601e-03
ENSG00000100564;PIGH;1,21948949172157e-03;-1,07259328997274e-03;-2,78244004979361e-03;-1,12934628633456e-04
ENSG00000172296;SPTLC3;1,21803192032574e-03;-9,99237504623430e-03;6,15466220001473e-03;-3,83905813253332e-03
ENSG00000249934;ENSG00000249934;1,21730059386453e-03;-4,69512566653220e-04;1,39798784335578e-03;1,30843854975071e-03
ENSG00000270137;ENSG00000270137;1,21718165136567e-03;9,43708542403209e-05;9,19651494692851e-03;-5,08002016232825e-04
ENSG00000287307;ENSG00000287307;1,21589648630756e-03;3,97661280605422e-04;2,08484462044999e-03;-6,52017973880806e-04
ENSG00000231892;ENSG00000231892;1,21578443573323e-03;-1,24196785186768e-03;8,93652297545485e-04;-1,49538071892694e-03
ENSG00000267203;ENSG00000267203;1,21578186551440e-03;-6,98923217466155e-03;1,42819330691204e-02;5,71029000745053e-03
ENSG00000269807;ENSG00000269807;1,21571612284742e-03;-6,22429532803001e-04;2,76980459985728e-03;1,23196446550636e-03
ENSG00000217612;ENSG00000217612;1,21525902507181e-03;-6,97746397008425e-04;1,47456258475574e-03;1,63590065198901e-04
ENSG00000287243;THCAT155;1,21522694865472e-03;-4,49750331818395e-04;3,39285964742778e-03;7,25515397420277e-05
ENSG00000183251;OR51B4;1,21489867839210e-03;5,02739361749494e-04;1,21220904096592e-03;-3,65544878403148e-04
ENSG00000196734;LCE1B;1,21447437157141e-03;-4,52405221482164e-04;6,06425851585908e-04;1,44075138874550e-03
ENSG00000235683;ENSG00000235683;1,21435471306178e-03;9,95568626612778e-05;2,89030497774846e-03;2,91909088930487e-04
ENSG00000274963;RN7SL600P;1,21403444931065e-03;-1,32338994743174e-03;1,30447183409810e-02;-1,36648455184625e-04
ENSG00000250645;ENSG00000250645;1,21382520912173e-03;-1,60983625010603e-03;8,85939535816553e-04;-6,91201231469374e-04
ENSG00000247473;CARS1-AS1;1,21306564138777e-03;-1,91878279527240e-03;1,15450535239550e-02;2,84088413481616e-03
ENSG00000225726;ENSG00000225726;1,21245926639611e-03;-2,10312845964743e-03;1,22181753778773e-02;3,15325282258787e-03
ENSG00000267590;ENSG00000267590;1,21236196978402e-03;-8,73063011799451e-04;6,63581641791862e-03;2,32032725023889e-03
ENSG00000186143;PRR30;1,21187794403207e-03;-1,40012477589067e-03;2,21747516122720e-04;1,70812487605969e-03
ENSG00000226241;LOC100128601;1,21186896589483e-03;2,54536559428005e-04;3,47636578712256e-03;3,11728413336158e-04
ENSG00000198445;CCT8L2;1,21174426779393e-03;-5,69428615447185e-05;7,82742648195094e-04;2,96987534444172e-04
ENSG00000280353;ENSG00000280353;1,21108514879035e-03;-1,85072925145398e-03;4,54473296548065e-03;1,19716972980769e-03
ENSG00000250860;ENSG00000250860;1,21054964106957e-03;-1,32313260247799e-03;6,10866235628174e-03;1,50001490500193e-03
ENSG00000142794;NBPF3;1,21025262014894e-03;-5,76716600195850e-03;2,86639132945979e-03;-1,60840115440228e-03
ENSG00000222011;FAM185A;1,21008030414200e-03;1,11922384910088e-03;3,44242959039853e-03;2,75774238100286e-03
ENSG00000157017;GHRL;1,20867435904934e-03;-4,52132012465240e-03;6,16447407752781e-03;-1,55572485993610e-03
ENSG00000134717;BTF3L4;1,20827574608048e-03;3,74217801250666e-03;6,36617982005460e-03;-1,80085816287108e-03
ENSG00000271623;ENSG00000271623;1,20756662408442e-03;-5,39294711689617e-04;4,46110880546451e-04;3,13248697867377e-04
ENSG00000225282;ENSG00000225282;1,20722077383244e-03;-2,88981296273285e-03;8,58539655306333e-03;3,50310944926750e-03
ENSG00000235246;TMEM184B-AS1;1,20579955561568e-03;-3,26252381718351e-04;5,35479418883702e-03;4,05280891462188e-04
ENSG00000198915;RASGEF1A;1,20515846734444e-03;-1,52054210320061e-03;4,26608212757443e-03;-7,74732851995217e-03
ENSG00000229827;ENSG00000229827;1,20361006474795e-03;-1,38101265777623e-03;2,02977267731651e-03;1,00638910077579e-03
ENSG00000124151;NCOA3;1,20243508341973e-03;-4,09584215444096e-04;8,87687655452427e-03;-1,00682498218951e-03
ENSG00000136750;GAD2;1,20172790540707e-03;-1,35760621406064e-03;3,56475412092740e-03;-3,69648798356126e-04
ENSG00000235908;ENSG00000235908;1,20015426529415e-03;-2,55370996530090e-03;8,62177242010027e-03;4,08225364237747e-04
ENSG00000204434;ENSG00000204434;1,19944243478753e-03;2,46411157321377e-03;-8,93503301124082e-04;-6,18952918332349e-05
ENSG00000269553;ENSG00000269553;1,19937137354214e-03;-6,05520365789531e-03;2,41969891092504e-03;-4,73564354561149e-03
ENSG00000269481;ENSG00000269481;1,19907759329740e-03;-5,98986886599430e-03;-1,06653200368854e-03;5,25559171340989e-03
ENSG00000185198;PRSS57;1,19873325153653e-03;-5,18988382663320e-05;-1,15154275539775e-03;-2,67517156657949e-03
ENSG00000237604;ENSG00000237604;1,19851281528082e-03;-4,47555590387049e-03;1,38947453431993e-03;-1,61656792146904e-03
ENSG00000167193;CRK;1,19847666583178e-03;-9,40730141883109e-04;1,04422367162135e-03;-9,18036483186305e-04
ENSG00000173214;MFSD4B;1,19748057117092e-03;-4,27514611461093e-03;1,25467196838353e-02;6,97249926955578e-03
ENSG00000116198;CEP104;1,19725257134532e-03;1,25114734668871e-03;4,78241118349585e-04;2,00988458260237e-03
ENSG00000149806;FAU;1,19716228738586e-03;1,67219453651441e-03;-1,40017515847704e-02;4,53748615869424e-04
ENSG00000276386;ENSG00000276386;1,19500109508972e-03;1,71929849858339e-03;2,97410697965953e-03;-4,92790754669067e-03
ENSG00000230728;ENSG00000230728;1,19495768096585e-03;-1,31713146911180e-03;3,75395620058177e-03;2,79524508653807e-03
ENSG00000205609;EIF3CL;1,19485760788444e-03;-1,44458698795642e-03;5,99857148916914e-03;2,94240652694814e-03
ENSG00000198908;GPRASP3;1,19448542952749e-03;4,62309760128111e-04;2,97797561733657e-03;6,10241582740813e-05
ENSG00000187003;ACTL7A;1,19447361616022e-03;-1,77029353436971e-03;8,86814998000455e-04;1,73185485115959e-03
ENSG00000279221;ENSG00000279221;1,19407309015185e-03;-3,27847900016005e-04;5,66245382987331e-03;-9,63363402635542e-04
ENSG00000182347;ENSG00000182347;1,19302198699978e-03;-7,07783487057034e-04;1,19576220831585e-02;7,32681368327581e-04
ENSG00000144452;ABCA12;1,19297364629005e-03;8,63530995222600e-03;6,39969314378119e-03;-4,82056865343767e-03
ENSG00000271454;ENSG00000271454;1,19289467730185e-03;1,76724872532106e-04;1,99132431518203e-03;-1,05882459943649e-03
ENSG00000287005;LOC124909475;1,19260486094903e-03;1,06436055047480e-03;4,76597286752032e-03;2,80784690286981e-03
ENSG00000272984;ENSG00000272984;1,19227181774807e-03;-1,36133089478078e-03;1,82940850370911e-03;1,03404188585202e-04
ENSG00000114988;LMAN2L;1,19151694683075e-03;1,82811536298298e-03;-4,15801951943987e-03;4,48732774050646e-04
ENSG00000268093;ENSG00000268093;1,19139119056256e-03;-4,76028494991201e-04;8,12240010048576e-03;1,45854004348540e-03
ENSG00000279143;ENSG00000279143;1,19117191948663e-03;-6,27173381084157e-04;6,02407200258549e-04;-6,08669988154593e-04
ENSG00000227054;ENSG00000227054;1,19062831704369e-03;1,02398162361553e-04;1,02052963814702e-03;-1,54677548086433e-03
ENSG00000124126;PREX1;1,19055053868710e-03;-6,02995615623199e-03;7,87548570805330e-06;-1,36366469667260e-02
ENSG00000279440;ENSG00000279440;1,19034343588973e-03;3,69285798248160e-04;3,73174972076338e-03;1,93718433990447e-04
ENSG00000261226;ENSG00000261226;1,18905772562445e-03;-5,51896806185036e-03;3,96716438872223e-03;-2,20319249915502e-03
ENSG00000278921;EPB41L4A-DT;1,18862544657088e-03;-5,89899799738812e-03;-3,37412724025231e-03;-5,38114000963888e-03
ENSG00000276255;LINC02809;1,18767850059465e-03;-2,13422866747481e-03;6,84101220470273e-03;1,70828516291362e-03
ENSG00000279071;ENSG00000279071;1,18684672433928e-03;-7,23364172377586e-04;8,42415944031877e-03;2,27207119468177e-03
ENSG00000276662;DDX20P1;1,18679305366417e-03;-7,41814264701207e-04;1,20909098219924e-02;1,47000806997568e-03
ENSG00000182552;RWDD4;1,18598457050339e-03;-2,06176335476252e-05;5,98306631539736e-03;2,35214511434303e-03
ENSG00000274528;ENSG00000274528;1,18581389199772e-03;-2,14066067393331e-04;4,68205709473155e-04;3,31575595484705e-04
ENSG00000153832;FBXO36;1,18444230875334e-03;2,23807588139324e-03;2,28543089404222e-03;-1,84526074178001e-03
ENSG00000239570;SETP11;1,18432389184468e-03;-7,80103157174067e-04;3,39707200975234e-03;5,12732710998760e-04
ENSG00000187091;PLCD1;1,18424014405519e-03;-1,30726982584206e-02;-8,61009122469165e-03;2,80879263739235e-03
ENSG00000202078;ENSG00000202078;1,18323734341848e-03;-1,33195055629862e-04;1,22377134753482e-02;-1,06845682089747e-03
ENSG00000273180;ENSG00000273180;1,18280007128246e-03;-2,99492677145443e-04;1,58583027748009e-03;-5,77133928298857e-04
ENSG00000205669;ACOT6;1,18277119782507e-03;1,19110710593136e-04;1,86519043107796e-03;7,20906641200698e-04
ENSG00000268696;ZNF723;1,18190720374023e-03;-7,74348007438949e-04;1,71868163335506e-03;1,16472496730826e-03
ENSG00000139746;RBM26;1,18171233504788e-03;-7,38531471166530e-04;7,70603040183031e-03;5,60408710026489e-03
ENSG00000279372;ENSG00000279372;1,18081847711620e-03;-1,22291824916221e-03;-1,16972421471218e-03;2,15393131413435e-03
ENSG00000137204;SLC22A7;1,18035669092533e-03;-1,35288885960312e-03;3,41284476427394e-03;1,89025383134696e-03
ENSG00000154813;DPH3;1,17969446517447e-03;2,91223833222608e-03;6,19385584711596e-04;-2,30150265213357e-03
ENSG00000228677;TTC3-AS1;1,17958669578844e-03;-3,09790893344896e-03;1,06780948494409e-02;1,42852705646750e-03
ENSG00000224416;ENSG00000224416;1,17933166191928e-03;2,14852182326023e-04;6,50754057421363e-04;1,53723713312560e-04
ENSG00000189241;TSPYL1;1,17917793712044e-03;-7,30968038324679e-04;1,57953436399936e-03;1,57719715247220e-03
ENSG00000155926;SLA;1,17893896022980e-03;-1,01890838858267e-02;6,92569556954739e-03;-1,81659390060202e-02
ENSG00000173262;SLC2A14;1,17885666753594e-03;-2,92116204115519e-03;2,99879826250763e-03;-4,53997320886535e-04
ENSG00000164631;ZNF12;1,17834175746626e-03;-6,01923207704757e-04;5,83123611136156e-03;3,98752446906379e-03
ENSG00000124380;SNRNP27;1,17831236718420e-03;1,88195435778674e-03;5,23037727648955e-03;-1,56979222974579e-03
ENSG00000258893;ENSG00000258893;1,17765031439575e-03;9,06225010648868e-04;1,74260956036133e-03;-1,08861457285620e-03
ENSG00000265478;ENSG00000265478;1,17720917886191e-03;3,50593802749171e-04;4,61433953026038e-03;4,96320681249428e-04
ENSG00000264207;ENSG00000264207;1,17582592426735e-03;3,19298285084293e-04;8,30943203323869e-04;8,86128720469937e-04
ENSG00000172239;PAIP1;1,17580907779368e-03;3,67359285338265e-03;1,71032505074157e-03;-1,90603998900574e-05
ENSG00000257808;ENSG00000257808;1,17505934224748e-03;-1,41976720027623e-03;2,38932953290096e-04;2,24126887666490e-03
ENSG00000265908;ENSG00000265908;1,17457657447897e-03;-2,78800784302128e-03;1,14707914300110e-02;2,45666877281244e-03
ENSG00000172878;METAP1D;1,17442027525344e-03;-5,08395646316037e-05;1,00499227567001e-03;6,18597690610464e-03
ENSG00000236146;ENSG00000236146;1,17407169706234e-03;1,04593371445575e-04;1,55768289192589e-04;-1,35161605566728e-05
ENSG00000110172;CHORDC1;1,17378929462637e-03;1,98337165169785e-03;1,26601549472064e-02;-1,76792193258218e-04
ENSG00000228604;ENSG00000228604;1,17355899487716e-03;1,50630512711431e-03;1,02725330278266e-02;1,04782501298108e-03
ENSG00000079313;REXO1;1,17279248102060e-03;-4,08179149618912e-03;-1,00291370163369e-02;5,48975448983052e-03
ENSG00000238015;RPL23P3;1,17180133953835e-03;-4,98267326277354e-05;2,68549995967318e-03;-3,21618035478635e-04
ENSG00000234523;NDUFB1P2;1,17074700194694e-03;8,73604102897109e-04;3,61629845184492e-03;1,54298061183411e-04
ENSG00000265539;MIR3164;1,17045810416369e-03;1,64902493162464e-03;4,68930449486267e-03;2,36342424099232e-04
ENSG00000279827;ENSG00000279827;1,17029136866054e-03;-1,01775801880039e-03;2,16916348854429e-03;1,24988455258122e-03
ENSG00000188277;C15orf62;1,16997821448473e-03;-5,84938246568131e-03;1,88409907894021e-03;6,23852916656253e-03
ENSG00000251682;ENSG00000251682;1,16982770397486e-03;-3,67391118161643e-03;1,48582199239795e-02;3,30170031247242e-03
ENSG00000213514;ENSG00000213514;1,16979184531793e-03;-1,62161906801195e-03;4,18547317678215e-03;2,48808626304517e-03
ENSG00000271320;ENSG00000271320;1,16974066538059e-03;-1,09902557838258e-03;8,36254338523493e-04;-8,39214114465259e-04
ENSG00000286310;ENSG00000286310;1,16938360368104e-03;-2,60906812068761e-04;3,73501697688514e-03;6,10232985813687e-04
ENSG00000238133;MAP3K20-AS1;1,16915617511534e-03;1,04579715630027e-02;1,05176180429298e-02;-9,56960998852337e-04
ENSG00000240436;RPL35AP14;1,16856485366879e-03;-3,04457198370870e-04;7,49356210819624e-03;5,27465538851800e-04
ENSG00000117174;ZNHIT6;1,16844285884856e-03;3,95298075497792e-03;5,64972803999737e-03;-7,70004612175041e-04
ENSG00000196350;ZNF729;1,16766289375801e-03;1,38051307427761e-04;2,35809452498759e-03;-1,38049323121600e-05
ENSG00000267467;APOC4;1,16702479123858e-03;-3,26337361714361e-03;-1,20078029580812e-04;9,28682506628294e-04
ENSG00000270528;FAM133EP;1,16653376953934e-03;-2,45944665373949e-04;8,70352421100675e-03;6,65226504374172e-04
ENSG00000075461;CACNG4;1,16618967891167e-03;1,13164367519584e-02;-3,63170691559597e-03;-4,63244156257782e-03
ENSG00000287437;ENSG00000287437;1,16602896744100e-03;-3,42120312336689e-03;1,13303141734562e-02;3,48415823516037e-03
ENSG00000164989;CCDC171;1,16479775737823e-03;-1,14209589282244e-03;8,10708130288635e-03;2,30622656992054e-03
ENSG00000278967;ENSG00000278967;1,16466795342987e-03;-1,43999018480606e-03;1,45926698153549e-02;1,83710360794634e-03
ENSG00000126860;EVI2A;1,16449282899504e-03;-1,10531449583707e-02;1,16826907525871e-02;-2,17495683326938e-02
ENSG00000236665;ENSG00000236665;1,16070873764671e-03;-3,03874969590814e-04;1,65146240368946e-03;-1,43611495397397e-03
ENSG00000119403;PHF19;1,16025178575205e-03;7,67424391946449e-03;-6,62677768222315e-03;-2,33973319192069e-03
ENSG00000260510;ENSG00000260510;1,16016820755322e-03;-2,84747126837869e-03;3,78590691269427e-03;2,62719819862977e-03
ENSG00000286653;ENSG00000286653;1,15967582515170e-03;6,66244168020259e-04;2,85427504398777e-03;-2,04321973380200e-04
ENSG00000259392;LOC107984761;1,15918508950176e-03;-1,81590100532985e-03;4,00980018726169e-03;-1,72144166155621e-03
ENSG00000155761;SPAG17;1,15889352435412e-03;1,65628451653628e-03;1,17571718420926e-02;-8,63444506174974e-04
ENSG00000279862;ENSG00000279862;1,15884246739246e-03;1,66473438148063e-04;1,86238300760261e-02;-2,36489435878607e-03
ENSG00000260585;ENSG00000260585;1,15883836362771e-03;1,31500408926192e-03;8,51709454480048e-03;1,24776704988439e-04
ENSG00000154889;MPPE1;1,15845298128575e-03;-5,67097478091398e-03;-8,53020834859840e-04;8,54579159435401e-05
ENSG00000129151;BBOX1;1,15815779525552e-03;2,27368771805819e-03;1,40430523509750e-02;-2,40736124852419e-03
ENSG00000239542;RN7SL399P;1,15753838222523e-03;8,40721972914103e-06;1,41146510143539e-03;-4,24057917663363e-04
ENSG00000273141;ENSG00000273141;1,15753189305009e-03;-1,89224341529819e-03;-3,81384882618598e-03;2,86911960404823e-03
ENSG00000248734;ENSG00000248734;1,15750591728440e-03;-8,96261796138335e-03;1,19863216450457e-02;4,85578062405477e-03
ENSG00000161547;SRSF2;1,15706796594936e-03;-3,62000034543201e-03;5,74313578822295e-04;4,46906455686330e-03
ENSG00000186207;LCE5A;1,15673723521330e-03;2,02677552777304e-04;4,13890210790409e-04;-1,06017773400229e-04
ENSG00000242229;RPS3AP14;1,15665633570722e-03;-2,17925740696962e-03;5,31635160795190e-03;2,89747018439583e-03
ENSG00000283629;ENSG00000283629;1,15646007375733e-03;4,41230595859140e-04;1,25462807757819e-03;4,08409763258606e-04
ENSG00000269397;ENSG00000269397;1,15644690894460e-03;-7,24833734701400e-03;4,74316903492994e-03;1,72915494951301e-05
ENSG00000217680;ENSG00000217680;1,15594044723858e-03;4,72863152742404e-04;5,07951944344878e-03;8,42666785298010e-04
ENSG00000274756;RPS2P50;1,15588004861516e-03;-2,62381235315411e-03;6,19293975182826e-03;4,06143250414666e-03
ENSG00000279422;ENSG00000279422;1,15453240231062e-03;-2,90812779204610e-03;8,11777755173063e-04;3,85893325374670e-03
ENSG00000234632;NECAP1P2;1,15421778527317e-03;-4,31427321086592e-04;5,02058833095622e-03;1,10899888029063e-03
ENSG00000241438;ENSG00000241438;1,15373797194456e-03;-1,05276354141837e-03;9,02147212177501e-03;2,88850600445334e-03
ENSG00000255933;ENSG00000255933;1,15369256257838e-03;-1,37104793556211e-03;1,28080643766270e-02;2,01031810554715e-03
ENSG00000268705;BNIP3P26;1,15368938575783e-03;-2,63860243553281e-03;8,34496224012011e-03;3,15921607752777e-03
ENSG00000214563;GAPDHP15;1,15333226535858e-03;1,13603508793186e-05;2,21791762834689e-03;-5,23041556304228e-04
ENSG00000197093;GAL3ST4;1,15323496830223e-03;-2,26449609482114e-03;-4,13762573940638e-03;-9,83558457396492e-03
ENSG00000225358;ENSG00000225358;1,15232749018527e-03;6,54108359685658e-04;4,12367985588642e-03;3,30519145852703e-04
ENSG00000239367;RN7SL477P;1,15225538781883e-03;7,16102770558572e-04;2,56506435520008e-03;1,40816061363938e-03
ENSG00000237818;RPS3AP29;1,15221436027546e-03;-9,60622454154168e-04;2,85506754327115e-03;7,10890848201584e-04
ENSG00000242651;RN7SL862P;1,15189568237256e-03;3,83189830624355e-04;6,45903601710618e-03;-3,67697665498974e-04
ENSG00000198128;OR2L3;1,15163215212451e-03;-4,57426094624422e-04;2,72810864618045e-03;-5,50191970740356e-04
ENSG00000171860;C3AR1;1,15135967732521e-03;-4,30924692445966e-03;2,94433046141178e-03;-2,26300320639168e-02
ENSG00000239701;RPL37P20;1,15038605947665e-03;-1,09572058884875e-04;1,12974312840570e-03;6,56230945746343e-04
ENSG00000279837;ENSG00000279837;1,15037909609675e-03;-2,93932845243528e-03;8,42778434615661e-03;5,16081928319046e-03
ENSG00000100299;ARSA;1,15026428848565e-03;-8,09297037205663e-03;-9,67049776560910e-03;-1,12605323265874e-04
ENSG00000271511;ENSG00000271511;1,15025102373117e-03;-6,78237442373702e-04;3,42629560055628e-03;-2,53731136738441e-04
ENSG00000263235;ENSG00000263235;1,15000410707091e-03;-2,25273292195835e-03;4,97402384403032e-03;5,10258566450186e-03
ENSG00000186367;MINAR2;1,14898382730978e-03;3,24502060434756e-04;1,53161105324014e-03;4,92483939139754e-05
ENSG00000272402;ENSG00000272402;1,14893851396063e-03;-4,39111390540144e-03;7,76501056843659e-03;3,31628355540712e-03
ENSG00000196357;ZNF565;1,14847144958336e-03;2,74927911672017e-03;2,01025749600502e-03;9,68414374177296e-04
ENSG00000234329;RPL7AP16;1,14788415360847e-03;-4,34276668232524e-03;7,11305898362196e-03;2,79896064613603e-03
ENSG00000164889;SLC4A2;1,14775678779629e-03;3,90615894715801e-03;-8,62657004812532e-03;7,04425385824711e-04
ENSG00000251414;ENSG00000251414;1,14635586250510e-03;-3,17800432024265e-03;8,28274953057856e-03;4,58351740191877e-03
ENSG00000125831;CST11;1,14587751649934e-03;9,34032512456008e-04;1,06841366621164e-03;5,65312723868424e-04
ENSG00000285820;ENSG00000285820;1,14553815630691e-03;6,43327672199932e-05;3,01507795508224e-03;-5,73257551806852e-04
ENSG00000224690;UBE2D3P3;1,14513130645714e-03;-5,37937492289952e-04;7,50263303837112e-03;-1,75444732564108e-03
ENSG00000248557;METTL5P2;1,14498920589480e-03;1,70414418945194e-03;9,45446137190456e-03;2,30925045221359e-03
ENSG00000256361;ENSG00000256361;1,14483523222472e-03;-1,40520941806438e-03;1,14475942409737e-02;1,60542593003098e-03
ENSG00000253334;ENSG00000253334;1,14440512732496e-03;-2,22012703158547e-03;7,04002057091475e-03;1,63908450476385e-03
ENSG00000216990;HSPD1P10;1,14329506537527e-03;9,61321184414071e-04;4,38068384306251e-03;-2,55401387043019e-04
ENSG00000236104;ZBTB22;1,14233220651053e-03;-3,93010741232437e-03;-5,57569412488483e-03;3,29666455525409e-04
ENSG00000231942;ENSG00000231942;1,14230581380895e-03;-1,32662813118159e-03;5,14449693867561e-03;1,95553242052849e-03
ENSG00000285747;ENSG00000285747;1,14204603368642e-03;-2,17064059939591e-04;2,80529042934090e-03;-4,65975355558262e-04
ENSG00000230992;ENSG00000230992;1,14204393071854e-03;1,71807964496713e-03;-1,46379758260191e-03;1,39547603407334e-03
ENSG00000261559;ENSG00000261559;1,14200535509877e-03;2,08830213985483e-03;-3,71143354798407e-03;-3,27486954679732e-03
ENSG00000139223;ANP32D;1,14185939631943e-03;1,38913095207305e-03;-1,44449736129921e-03;1,27910449606157e-03
ENSG00000162621;LRRC53;1,14171311529835e-03;3,81382241525547e-04;2,99061647849149e-03;-1,90942362010949e-03
ENSG00000227395;EIF2AP4;1,14009104844168e-03;1,52496076010299e-04;2,42849368154638e-03;1,15728643957039e-04
ENSG00000105258;POLR2I;1,13934021484716e-03;4,02343684304255e-03;-2,00744519996405e-02;3,60043777719037e-03
ENSG00000064218;DMRT3;1,13920473168665e-03;5,42195674144586e-03;1,51661617190969e-03;-8,08716551680965e-03
ENSG00000122557;HERPUD2;1,13863752463509e-03;9,70042711977587e-04;5,20144706085848e-04;-7,86049255850386e-04
ENSG00000243137;PSG4;1,13861148166060e-03;7,53490554369852e-04;3,60130128183882e-03;1,29587800593985e-04
ENSG00000198153;ZNF849P;1,13850492336471e-03;-1,04926924958112e-03;1,36121399349150e-03;-3,42046298579880e-04
